User Id,avg_total_steps,avg_calories,max_calories,sedentary_minutes,lightly_active_minutes,fairly_active_minutes,very_active_minutes,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,max_resting_minutes,max_resting_date,max_active_minutes,max_active_date,activity_level
2022484408,11370.645161290323,2509.9677419354838710,486,1112.5806451612903226,257.4516129032258065,19.3548387096774194,36.2903225806451613,2.4216128837677737,0.7200000031340499,4.942580638393279,0,1305,2016-05-08 00:00:00,104,2016-04-21 00:00:00,Moderate Very Active Distance
2873212765,7555.7741935483870968,1916.9677419354838710,410,1097.1935483870967742,308.0000000000000000,6.1290322580645161,14.0967741935483871,0.6761290309650283,0.2761290323349737,4.143548413630454,0.00516129020721682,1302,2016-05-07 00:00:00,75,2016-05-07 00:00:00,Low Very Active Distance
5553957443,8612.5806451612903226,1875.6774193548387097,304,668.3548387096774194,206.1935483870967742,13.0000000000000000,23.4193548387096774,1.4641935488870064,0.6690322631789796,3.504516095884384,0,943,2016-04-17 00:00:00,69,2016-04-19 00:00:00,Low Very Active Distance
6117666160,7046.7142857142857143,2261.1428571428571429,249,796.2857142857142857,288.3571428571428571,2.0357142857142857,1.5714285714285714,0.12821428477764124,0.08392857228006635,4.843214298997608,0,1440,2016-04-12 00:00:00,26,2016-04-20 00:00:00,Low Very Active Distance
2347167796,9519.6666666666666667,2043.4444444444444444,334,687.1666666666666667,252.5000000000000000,20.5555555555555556,13.5000000000000000,1.0594444330781696,1.0749999913904404,4.221666708485121,0,1011,2016-04-20 00:00:00,66,2016-04-16 00:00:00,Low Very Active Distance
4388161847,10813.935483870968,3093.8709677419354839,592,836.6774193548387097,229.3548387096774194,20.3548387096774194,23.1612903225806452,1.7193548346479097,0.9019354778912759,5.396129046716998,0,1440,2016-04-12 00:00:00,120,2016-05-07 00:00:00,Low Very Active Distance
8053475328,14763.290322580645,2945.8064516129032258,651,1148.0000000000000000,150.9677419354838710,9.5806451612903226,85.1612903225806452,8.514838741671657,0.4238709647568962,2.5338709546673686,0,1389,2016-05-01 00:00:00,132,2016-04-15 00:00:00,High Very Active Distance
8792009665,1853.7241379310344828,1962.3103448275862069,304,1060.4827586206896552,91.7931034482758621,4.0344827586206897,0.96551724137931034483,0.024827586551164734,0.058275862629043655,1.1034482707237374,0,1440,2016-04-17 00:00:00,10,2016-04-30 00:00:00,Low Very Active Distance
4020332650,2267.2258064516129032,2385.8064516129032258,476,1237.2580645161290323,76.9354838709677419,5.3548387096774194,5.1935483870967742,0.14225806103598682,0.1296774168168345,1.308387081949941,0.005483870965338522,1440,2016-04-13 00:00:00,65,2016-04-16 00:00:00,Low Very Active Distance
4057192912,3838.0000000000000000,1973.7500000000000000,161,1217.2500000000000000,103.0000000000000000,1.5000000000000000,0.75000000000000000000,0.05249999836087225,0.06499999761581425,2.6875,0,1440,2016-04-14 00:00:00,3,2016-04-15 00:00:00,Low Very Active Distance
8253242879,6482.1578947368421053,1788.0000000000000000,462,1287.3684210526315789,116.8947368421052632,14.3157894736842105,20.5263157894736842,2.214210489862843,0.6957894767585548,1.754736845430575,0.0005263157777096095,1440,2016-04-30 00:00:00,49,2016-04-21 00:00:00,Moderate Very Active Distance
8877689391,16040.032258064516,3420.2580645161290323,948,1112.8709677419354839,234.7096774193548387,9.9354838709677419,66.0645161290322581,6.637419362342162,0.337741934844563,6.188709674342987,0.005161290327387475,1335,2016-05-02 00:00:00,124,2016-04-30 00:00:00,High Very Active Distance
6290855005,5649.5517241379310345,2599.6206896551724138,531,1193.0344827586206897,227.4482758620689655,3.7931034482758621,2.7586206896551724,0.08551724203701694,0.12827586305552513,4.048620709057513,0.008620689462484983,1440,2016-04-21 00:00:00,33,2016-04-23 00:00:00,Low Very Active Distance
8583815059,7198.5161290322580645,2732.0322580645161290,597,1267.2258064516129032,138.2903225806451613,22.1935483870967742,9.6774193548387097,0.7980645258099804,1.020645152897604,2.617419346686333,0,1440,2016-04-16 00:00:00,77,2016-04-27 00:00:00,Low Very Active Distance
